Begin Time (s),End Time (s),Common Name,Confidence,3997 Begin File
9,12,Common Grasshopper-Warbler,0.3526,   1 PAM10_20230425_055000.wav
0,3,Pine Warbler,0.5506,   1 PAM10_20230425_060000.wav
12,15,Eurasian Curlew,0.1486,   1 PAM10_20230425_060000.wav
15,18,Spotted Crake,0.1048,   1 PAM10_20230425_060000.wav
18,21,Pine Warbler,0.592,   1 PAM10_20230425_060000.wav
24,27,Ovenbird,0.1038,   1 PAM10_20230425_060000.wav
24,27,Pine Warbler,0.1357,   1 PAM10_20230425_060000.wav
27,30,Pine Warbler,0.1162,   1 PAM10_20230425_060000.wav
30,33,Northern Cardinal,0.1321,   1 PAM10_20230425_060000.wav
33,36,Pine Warbler,0.7831,   1 PAM10_20230425_060000.wav
36,39,White-crowned Sparrow,0.3374,   1 PAM10_20230425_060000.wav
39,42,Pine Warbler,0.355,   1 PAM10_20230425_060000.wav
42,45,Field Sparrow,0.1117,   1 PAM10_20230425_060000.wav
42,45,Pine Warbler,0.2116,   1 PAM10_20230425_060000.wav
45,48,American Pipit,0.1301,   1 PAM10_20230425_060000.wav
45,48,Northern Cardinal,0.1305,   1 PAM10_20230425_060000.wav
45,48,White-crowned Sparrow,0.1686,   1 PAM10_20230425_060000.wav
48,51,Northern Cardinal,0.1629,   1 PAM10_20230425_060000.wav
51,54,Pine Warbler,0.1414,   1 PAM10_20230425_060000.wav
54,57,Kentucky Warbler,0.1086,   1 PAM10_20230425_060000.wav
54,57,Pine Warbler,0.1889,   1 PAM10_20230425_060000.wav
6,9,Pine Warbler,0.3049,   1 PAM10_20230425_060000.wav
9,12,Pine Warbler,0.7462,   1 PAM10_20230425_060000.wav
0,3,Prothonotary Warbler,0.254,   1 PAM10_20230425_061000.wav
0,3,Swainson's Warbler,0.1855,   1 PAM10_20230425_061000.wav
12,15,Swainson's Warbler,0.2434,   1 PAM10_20230425_061000.wav
15,18,Swainson's Warbler,0.1655,   1 PAM10_20230425_061000.wav
15,18,Yellow-throated Warbler,0.1157,   1 PAM10_20230425_061000.wav
18,21,Swainson's Warbler,0.1031,   1 PAM10_20230425_061000.wav
21,24,Swainson's Warbler,0.1126,   1 PAM10_20230425_061000.wav
21,24,Yellow-throated Warbler,0.1313,   1 PAM10_20230425_061000.wav
24,27,Prothonotary Warbler,0.1253,   1 PAM10_20230425_061000.wav
24,27,Swainson's Warbler,0.1443,   1 PAM10_20230425_061000.wav
3,6,Swainson's Warbler,0.2859,   1 PAM10_20230425_061000.wav
30,33,Swainson's Warbler,0.138,   1 PAM10_20230425_061000.wav
30,33,Yellow-throated Warbler,0.1036,   1 PAM10_20230425_061000.wav
33,36,Swainson's Warbler,0.123,   1 PAM10_20230425_061000.wav
33,36,Yellow-throated Warbler,0.1237,   1 PAM10_20230425_061000.wav
36,39,Swainson's Warbler,0.2093,   1 PAM10_20230425_061000.wav
36,39,Yellow-throated Warbler,0.1887,   1 PAM10_20230425_061000.wav
42,45,Swainson's Warbler,0.2386,   1 PAM10_20230425_061000.wav
42,45,Yellow-throated Warbler,0.101,   1 PAM10_20230425_061000.wav
45,48,Swainson's Warbler,0.2013,   1 PAM10_20230425_061000.wav
45,48,Yellow-throated Warbler,0.1211,   1 PAM10_20230425_061000.wav
48,51,Swainson's Warbler,0.1797,   1 PAM10_20230425_061000.wav
51,54,Prothonotary Warbler,0.1455,   1 PAM10_20230425_061000.wav
51,54,Swainson's Warbler,0.1944,   1 PAM10_20230425_061000.wav
54,57,Pine Warbler,0.2546,   1 PAM10_20230425_061000.wav
57,60,Swainson's Warbler,0.1565,   1 PAM10_20230425_061000.wav
6,9,Swainson's Warbler,0.1479,   1 PAM10_20230425_061000.wav
9,12,Prothonotary Warbler,0.1182,   1 PAM10_20230425_061000.wav
9,12,Swainson's Warbler,0.2231,   1 PAM10_20230425_061000.wav
9,12,Yellow-throated Warbler,0.1866,   1 PAM10_20230425_061000.wav
0,3,Bachman's Sparrow,0.4364,   1 PAM10_20230425_062000.wav
0,3,Northern Mockingbird,0.1196,   1 PAM10_20230425_062000.wav
12,15,Pygmy Cupwing,0.116,   1 PAM10_20230425_062000.wav
15,18,Pygmy Cupwing,0.3825,   1 PAM10_20230425_062000.wav
15,18,White-crowned Forktail,0.3374,   1 PAM10_20230425_062000.wav
18,21,Green Shrike-Vireo,0.3872,   1 PAM10_20230425_062000.wav
24,27,Tufted Titmouse,0.1707,   1 PAM10_20230425_062000.wav
30,33,Veery,0.1116,   1 PAM10_20230425_062000.wav
33,36,Green Shrike-Vireo,0.3915,   1 PAM10_20230425_062000.wav
42,45,Northern Mockingbird,0.1094,   1 PAM10_20230425_062000.wav
6,9,Northern Mockingbird,0.1405,   1 PAM10_20230425_062000.wav
6,9,Tufted Titmouse,0.1136,   1 PAM10_20230425_062000.wav
9,12,Firethroat,0.11,   1 PAM10_20230425_062000.wav
9,12,Pygmy Cupwing,0.2747,   1 PAM10_20230425_062000.wav
12,15,Swainson's Warbler,0.1055,   1 PAM10_20230425_063000.wav
30,33,Tufted Titmouse,0.1608,   1 PAM10_20230425_063000.wav
39,42,Kentucky Warbler,0.1466,   1 PAM10_20230425_063000.wav
39,42,Swainson's Warbler,0.1736,   1 PAM10_20230425_063000.wav
48,51,Tufted Titmouse,0.2076,   1 PAM10_20230425_063000.wav
51,54,Swainson's Warbler,0.1195,   1 PAM10_20230425_063000.wav
54,57,Tufted Titmouse,0.1134,   1 PAM10_20230425_063000.wav
57,60,Tufted Titmouse,0.1573,   1 PAM10_20230425_063000.wav
9,12,Tufted Titmouse,0.1156,   1 PAM10_20230425_063000.wav
0,3,Red-eyed Vireo,0.1826,   1 PAM10_20230425_064000.wav
12,15,Swainson's Warbler,0.1166,   1 PAM10_20230425_064000.wav
18,21,Red-eyed Vireo,0.1863,   1 PAM10_20230425_064000.wav
21,24,Red-eyed Vireo,0.2727,   1 PAM10_20230425_064000.wav
24,27,Yellow-throated Vireo,0.1102,   1 PAM10_20230425_064000.wav
27,30,Red-eyed Vireo,0.1837,   1 PAM10_20230425_064000.wav
3,6,Red-eyed Vireo,0.2385,   1 PAM10_20230425_064000.wav
30,33,Red-eyed Vireo,0.1259,   1 PAM10_20230425_064000.wav
33,36,Red-eyed Vireo,0.1046,   1 PAM10_20230425_064000.wav
39,42,Black-throated Green Warbler,0.139,   1 PAM10_20230425_064000.wav
45,48,Red-eyed Vireo,0.1438,   1 PAM10_20230425_064000.wav
48,51,Red-eyed Vireo,0.2466,   1 PAM10_20230425_064000.wav
51,54,Kentucky Warbler,0.1639,   1 PAM10_20230425_064000.wav
9,12,Pine Warbler,0.1182,   1 PAM10_20230425_064000.wav
12,15,Red-eyed Vireo,0.1199,   1 PAM10_20230425_065000.wav
15,18,Red-eyed Vireo,0.4518,   1 PAM10_20230425_065000.wav
18,21,Red-eyed Vireo,0.2748,   1 PAM10_20230425_065000.wav
21,24,Red-eyed Vireo,0.3217,   1 PAM10_20230425_065000.wav
24,27,Red-eyed Vireo,0.4422,   1 PAM10_20230425_065000.wav
27,30,Red-eyed Vireo,0.411,   1 PAM10_20230425_065000.wav
3,6,Red-eyed Vireo,0.6821,   1 PAM10_20230425_065000.wav
30,33,Acadian Flycatcher,0.129,   1 PAM10_20230425_065000.wav
30,33,Red-eyed Vireo,0.242,   1 PAM10_20230425_065000.wav
30,33,Worm-eating Warbler,0.1052,   1 PAM10_20230425_065000.wav
33,36,Red-eyed Vireo,0.3862,   1 PAM10_20230425_065000.wav
36,39,Red-eyed Vireo,0.217,   1 PAM10_20230425_065000.wav
39,42,Red-eyed Vireo,0.2386,   1 PAM10_20230425_065000.wav
42,45,Red-eyed Vireo,0.5691,   1 PAM10_20230425_065000.wav
45,48,Red-eyed Vireo,0.2177,   1 PAM10_20230425_065000.wav
48,51,Red-eyed Vireo,0.4225,   1 PAM10_20230425_065000.wav
51,54,Red-eyed Vireo,0.196,   1 PAM10_20230425_065000.wav
54,57,Acadian Flycatcher,0.1125,   1 PAM10_20230425_065000.wav
54,57,Red-eyed Vireo,0.5908,   1 PAM10_20230425_065000.wav
57,60,Red-eyed Vireo,0.6183,   1 PAM10_20230425_065000.wav
6,9,Red-eyed Vireo,0.3791,   1 PAM10_20230425_065000.wav
9,12,Red-eyed Vireo,0.2289,   1 PAM10_20230425_065000.wav
15,18,Red-eyed Vireo,0.175,   1 PAM10_20230425_070000.wav
18,21,Red-eyed Vireo,0.1991,   1 PAM10_20230425_070000.wav
21,24,Yellow-throated Warbler,0.291,   1 PAM10_20230425_070000.wav
24,27,Red-eyed Vireo,0.272,   1 PAM10_20230425_070000.wav
3,6,Red-eyed Vireo,0.208,   1 PAM10_20230425_070000.wav
30,33,Red-eyed Vireo,0.2809,   1 PAM10_20230425_070000.wav
33,36,Acadian Flycatcher,0.1576,   1 PAM10_20230425_070000.wav
33,36,Red-eyed Vireo,0.1586,   1 PAM10_20230425_070000.wav
36,39,Red-eyed Vireo,0.2189,   1 PAM10_20230425_070000.wav
39,42,Red-eyed Vireo,0.5651,   1 PAM10_20230425_070000.wav
45,48,Red-eyed Vireo,0.1631,   1 PAM10_20230425_070000.wav
48,51,Red-eyed Vireo,0.1573,   1 PAM10_20230425_070000.wav
54,57,Red-eyed Vireo,0.3088,   1 PAM10_20230425_070000.wav
57,60,Red-eyed Vireo,0.3577,   1 PAM10_20230425_070000.wav
6,9,Red-eyed Vireo,0.1497,   1 PAM10_20230425_070000.wav
9,12,Red-eyed Vireo,0.1485,   1 PAM10_20230425_070000.wav
12,15,Hooded Warbler,0.1026,   1 PAM10_20230425_071000.wav
12,15,Prothonotary Warbler,0.1378,   1 PAM10_20230425_071000.wav
18,21,Acadian Flycatcher,0.1297,   1 PAM10_20230425_071000.wav
18,21,Kentucky Warbler,0.1015,   1 PAM10_20230425_071000.wav
18,21,Red-eyed Vireo,0.1996,   1 PAM10_20230425_071000.wav
21,24,Hooded Warbler,0.234,   1 PAM10_20230425_071000.wav
21,24,Kentucky Warbler,0.1765,   1 PAM10_20230425_071000.wav
21,24,Swainson's Warbler,0.1331,   1 PAM10_20230425_071000.wav
30,33,Hooded Warbler,0.104,   1 PAM10_20230425_071000.wav
42,45,Acadian Flycatcher,0.1179,   1 PAM10_20230425_071000.wav
42,45,Red-eyed Vireo,0.1179,   1 PAM10_20230425_071000.wav
45,48,Kentucky Warbler,0.2454,   1 PAM10_20230425_071000.wav
54,57,Acadian Flycatcher,0.1028,   1 PAM10_20230425_071000.wav
54,57,Red-eyed Vireo,0.1241,   1 PAM10_20230425_071000.wav
57,60,Bay-breasted Warbler,0.1145,   1 PAM10_20230425_071000.wav
57,60,Red-eyed Vireo,0.1303,   1 PAM10_20230425_071000.wav
6,9,Kentucky Warbler,0.1028,   1 PAM10_20230425_071000.wav
9,12,Acadian Flycatcher,0.1107,   1 PAM10_20230425_071000.wav
9,12,Red-eyed Vireo,0.193,   1 PAM10_20230425_071000.wav
0,3,Red-eyed Vireo,0.3089,   1 PAM10_20230425_072000.wav
12,15,Red-eyed Vireo,0.4269,   1 PAM10_20230425_072000.wav
15,18,Red-eyed Vireo,0.1272,   1 PAM10_20230425_072000.wav
18,21,Red-eyed Vireo,0.3498,   1 PAM10_20230425_072000.wav
21,24,Red-eyed Vireo,0.3695,   1 PAM10_20230425_072000.wav
24,27,Red-eyed Vireo,0.3578,   1 PAM10_20230425_072000.wav
27,30,Red-eyed Vireo,0.4259,   1 PAM10_20230425_072000.wav
3,6,Red-eyed Vireo,0.2106,   1 PAM10_20230425_072000.wav
30,33,Black-throated Blue Warbler,0.1087,   1 PAM10_20230425_072000.wav
30,33,Red-eyed Vireo,0.38,   1 PAM10_20230425_072000.wav
33,36,Red-eyed Vireo,0.292,   1 PAM10_20230425_072000.wav
36,39,Red-eyed Vireo,0.3262,   1 PAM10_20230425_072000.wav
39,42,Red-eyed Vireo,0.1992,   1 PAM10_20230425_072000.wav
42,45,Red-eyed Vireo,0.2793,   1 PAM10_20230425_072000.wav
45,48,Kentucky Warbler,0.1429,   1 PAM10_20230425_072000.wav
45,48,Red-eyed Vireo,0.489,   1 PAM10_20230425_072000.wav
48,51,Red-eyed Vireo,0.1824,   1 PAM10_20230425_072000.wav
51,54,Red-eyed Vireo,0.3606,   1 PAM10_20230425_072000.wav
57,60,Red-eyed Vireo,0.2013,   1 PAM10_20230425_072000.wav
6,9,Red-eyed Vireo,0.4472,   1 PAM10_20230425_072000.wav
9,12,Red-eyed Vireo,0.45,   1 PAM10_20230425_072000.wav
0,3,Red-eyed Vireo,0.5849,   1 PAM10_20230425_073000.wav
12,15,Red-eyed Vireo,0.3413,   1 PAM10_20230425_073000.wav
15,18,Red-eyed Vireo,0.7332,   1 PAM10_20230425_073000.wav
18,21,Red-eyed Vireo,0.8203,   1 PAM10_20230425_073000.wav
21,24,Red-eyed Vireo,0.8229,   1 PAM10_20230425_073000.wav
24,27,Acadian Flycatcher,0.1199,   1 PAM10_20230425_073000.wav
24,27,Red-eyed Vireo,0.5162,   1 PAM10_20230425_073000.wav
27,30,Red-eyed Vireo,0.2446,   1 PAM10_20230425_073000.wav
3,6,Red-eyed Vireo,0.3857,   1 PAM10_20230425_073000.wav
30,33,Red-eyed Vireo,0.585,   1 PAM10_20230425_073000.wav
33,36,Red-eyed Vireo,0.5145,   1 PAM10_20230425_073000.wav
36,39,Red-eyed Vireo,0.3437,   1 PAM10_20230425_073000.wav
39,42,Red-eyed Vireo,0.6042,   1 PAM10_20230425_073000.wav
42,45,Acadian Flycatcher,0.5237,   1 PAM10_20230425_073000.wav
45,48,Red-eyed Vireo,0.5352,   1 PAM10_20230425_073000.wav
48,51,Philadelphia Vireo,0.1472,   1 PAM10_20230425_073000.wav
48,51,Red-eyed Vireo,0.1095,   1 PAM10_20230425_073000.wav
51,54,Kentucky Warbler,0.1515,   1 PAM10_20230425_073000.wav
51,54,Red-eyed Vireo,0.1291,   1 PAM10_20230425_073000.wav
54,57,Kentucky Warbler,0.1007,   1 PAM10_20230425_073000.wav
54,57,Red-eyed Vireo,0.1069,   1 PAM10_20230425_073000.wav
57,60,Blue-headed Vireo,0.1066,   1 PAM10_20230425_073000.wav
6,9,Acadian Flycatcher,0.3702,   1 PAM10_20230425_073000.wav
6,9,Red-eyed Vireo,0.3181,   1 PAM10_20230425_073000.wav
9,12,Red-eyed Vireo,0.2821,   1 PAM10_20230425_073000.wav
0,3,Hooded Warbler,0.1353,   1 PAM10_20230425_074000.wav
0,3,Kentucky Warbler,0.1153,   1 PAM10_20230425_074000.wav
0,3,Red-eyed Vireo,0.2119,   1 PAM10_20230425_074000.wav
12,15,Red-eyed Vireo,0.352,   1 PAM10_20230425_074000.wav
15,18,Red-eyed Vireo,0.6467,   1 PAM10_20230425_074000.wav
18,21,Blue-headed Vireo,0.1317,   1 PAM10_20230425_074000.wav
18,21,Red-eyed Vireo,0.3718,   1 PAM10_20230425_074000.wav
21,24,Red-eyed Vireo,0.521,   1 PAM10_20230425_074000.wav
24,27,Red-eyed Vireo,0.6616,   1 PAM10_20230425_074000.wav
27,30,Acadian Flycatcher,0.1245,   1 PAM10_20230425_074000.wav
27,30,Kentucky Warbler,0.1789,   1 PAM10_20230425_074000.wav
27,30,Red-eyed Vireo,0.1621,   1 PAM10_20230425_074000.wav
3,6,Hooded Warbler,0.1347,   1 PAM10_20230425_074000.wav
3,6,Red-eyed Vireo,0.4849,   1 PAM10_20230425_074000.wav
30,33,Red-eyed Vireo,0.1592,   1 PAM10_20230425_074000.wav
33,36,Red-eyed Vireo,0.109,   1 PAM10_20230425_074000.wav
36,39,Red-eyed Vireo,0.1952,   1 PAM10_20230425_074000.wav
39,42,Red-eyed Vireo,0.2252,   1 PAM10_20230425_074000.wav
42,45,Red-eyed Vireo,0.1925,   1 PAM10_20230425_074000.wav
45,48,Red-eyed Vireo,0.3598,   1 PAM10_20230425_074000.wav
48,51,Red-eyed Vireo,0.3095,   1 PAM10_20230425_074000.wav
51,54,Kentucky Warbler,0.1236,   1 PAM10_20230425_074000.wav
51,54,Red-eyed Vireo,0.4575,   1 PAM10_20230425_074000.wav
54,57,Red-eyed Vireo,0.5375,   1 PAM10_20230425_074000.wav
57,60,Hooded Warbler,0.1766,   1 PAM10_20230425_074000.wav
57,60,Kentucky Warbler,0.1591,   1 PAM10_20230425_074000.wav
57,60,Red-eyed Vireo,0.3399,   1 PAM10_20230425_074000.wav
57,60,Swainson's Warbler,0.1033,   1 PAM10_20230425_074000.wav
6,9,Red-eyed Vireo,0.3629,   1 PAM10_20230425_074000.wav
9,12,Red-eyed Vireo,0.4656,   1 PAM10_20230425_074000.wav
12,15,Red-eyed Vireo,0.3311,   1 PAM10_20230425_075000.wav
15,18,Kentucky Warbler,0.2464,   1 PAM10_20230425_075000.wav
15,18,Red-eyed Vireo,0.2242,   1 PAM10_20230425_075000.wav
18,21,Red-eyed Vireo,0.4002,   1 PAM10_20230425_075000.wav
21,24,Red-eyed Vireo,0.4889,   1 PAM10_20230425_075000.wav
24,27,Red-eyed Vireo,0.3309,   1 PAM10_20230425_075000.wav
27,30,Red-eyed Vireo,0.3712,   1 PAM10_20230425_075000.wav
3,6,Red-eyed Vireo,0.1915,   1 PAM10_20230425_075000.wav
30,33,Red-eyed Vireo,0.2481,   1 PAM10_20230425_075000.wav
33,36,Red-eyed Vireo,0.2655,   1 PAM10_20230425_075000.wav
36,39,Red-eyed Vireo,0.2828,   1 PAM10_20230425_075000.wav
39,42,Yellow-billed Cuckoo,0.2545,   1 PAM10_20230425_075000.wav
42,45,Red-eyed Vireo,0.135,   1 PAM10_20230425_075000.wav
45,48,Red-eyed Vireo,0.1527,   1 PAM10_20230425_075000.wav
48,51,Red-eyed Vireo,0.2037,   1 PAM10_20230425_075000.wav
57,60,Northern Cardinal,0.1268,   1 PAM10_20230425_075000.wav
6,9,Red-eyed Vireo,0.1892,   1 PAM10_20230425_075000.wav
9,12,Acadian Flycatcher,0.1589,   1 PAM10_20230425_075000.wav
9,12,Red-eyed Vireo,0.151,   1 PAM10_20230425_075000.wav
0,3,Red-eyed Vireo,0.2616,   1 PAM10_20230425_080000.wav
12,15,Black-and-white Warbler,0.1146,   1 PAM10_20230425_080000.wav
12,15,Blackburnian Warbler,0.1394,   1 PAM10_20230425_080000.wav
15,18,Red-eyed Vireo,0.3829,   1 PAM10_20230425_080000.wav
18,21,Acadian Flycatcher,0.2385,   1 PAM10_20230425_080000.wav
21,24,Red-eyed Vireo,0.4276,   1 PAM10_20230425_080000.wav
24,27,Red-eyed Vireo,0.3028,   1 PAM10_20230425_080000.wav
27,30,Red-eyed Vireo,0.3115,   1 PAM10_20230425_080000.wav
30,33,Acadian Flycatcher,0.1165,   1 PAM10_20230425_080000.wav
30,33,Red-eyed Vireo,0.34,   1 PAM10_20230425_080000.wav
33,36,Red-eyed Vireo,0.3988,   1 PAM10_20230425_080000.wav
36,39,Red-eyed Vireo,0.47,   1 PAM10_20230425_080000.wav
39,42,Red-eyed Vireo,0.5888,   1 PAM10_20230425_080000.wav
42,45,Red-eyed Vireo,0.3935,   1 PAM10_20230425_080000.wav
45,48,Red-eyed Vireo,0.33,   1 PAM10_20230425_080000.wav
48,51,Red-eyed Vireo,0.4466,   1 PAM10_20230425_080000.wav
51,54,Kentucky Warbler,0.3855,   1 PAM10_20230425_080000.wav
54,57,Red-eyed Vireo,0.255,   1 PAM10_20230425_080000.wav
57,60,Red-eyed Vireo,0.3498,   1 PAM10_20230425_080000.wav
6,9,Red-eyed Vireo,0.1257,   1 PAM10_20230425_080000.wav
0,3,Red-eyed Vireo,0.183,   1 PAM10_20230425_081000.wav
15,18,Acadian Flycatcher,0.1893,   1 PAM10_20230425_081000.wav
15,18,Red-eyed Vireo,0.1619,   1 PAM10_20230425_081000.wav
21,24,Red-eyed Vireo,0.5004,   1 PAM10_20230425_081000.wav
24,27,Red-eyed Vireo,0.1637,   1 PAM10_20230425_081000.wav
27,30,Red-eyed Vireo,0.133,   1 PAM10_20230425_081000.wav
3,6,Acadian Flycatcher,0.115,   1 PAM10_20230425_081000.wav
3,6,Red-eyed Vireo,0.1164,   1 PAM10_20230425_081000.wav
30,33,Red-eyed Vireo,0.4396,   1 PAM10_20230425_081000.wav
33,36,Red-eyed Vireo,0.2697,   1 PAM10_20230425_081000.wav
36,39,Red-eyed Vireo,0.375,   1 PAM10_20230425_081000.wav
39,42,Red-eyed Vireo,0.2504,   1 PAM10_20230425_081000.wav
42,45,Acadian Flycatcher,0.1107,   1 PAM10_20230425_081000.wav
42,45,Red-eyed Vireo,0.1754,   1 PAM10_20230425_081000.wav
45,48,Red-eyed Vireo,0.4131,   1 PAM10_20230425_081000.wav
48,51,Red-eyed Vireo,0.2559,   1 PAM10_20230425_081000.wav
51,54,Red-eyed Vireo,0.1222,   1 PAM10_20230425_081000.wav
54,57,Hooded Warbler,0.1202,   1 PAM10_20230425_081000.wav
57,60,Red-eyed Vireo,0.1141,   1 PAM10_20230425_081000.wav
6,9,Red-eyed Vireo,0.2137,   1 PAM10_20230425_081000.wav
9,12,Red-eyed Vireo,0.2706,   1 PAM10_20230425_081000.wav
0,3,Red-eyed Vireo,0.2706,   1 PAM10_20230425_082000.wav
12,15,Red-eyed Vireo,0.2461,   1 PAM10_20230425_082000.wav
15,18,Hooded Warbler,0.1042,   1 PAM10_20230425_082000.wav
18,21,Red-eyed Vireo,0.271,   1 PAM10_20230425_082000.wav
21,24,Red-eyed Vireo,0.1436,   1 PAM10_20230425_082000.wav
24,27,Red-eyed Vireo,0.3013,   1 PAM10_20230425_082000.wav
27,30,Lesser Greenlet,0.1698,   1 PAM10_20230425_082000.wav
27,30,Red-eyed Vireo,0.1028,   1 PAM10_20230425_082000.wav
3,6,Red-eyed Vireo,0.213,   1 PAM10_20230425_082000.wav
30,33,Red-eyed Vireo,0.1537,   1 PAM10_20230425_082000.wav
33,36,Red-eyed Vireo,0.222,   1 PAM10_20230425_082000.wav
36,39,Red-eyed Vireo,0.3011,   1 PAM10_20230425_082000.wav
39,42,Red-eyed Vireo,0.3907,   1 PAM10_20230425_082000.wav
42,45,Hooded Warbler,0.1712,   1 PAM10_20230425_082000.wav
42,45,Kentucky Warbler,0.1343,   1 PAM10_20230425_082000.wav
42,45,Swainson's Warbler,0.1404,   1 PAM10_20230425_082000.wav
45,48,Red-eyed Vireo,0.3803,   1 PAM10_20230425_082000.wav
48,51,Red-eyed Vireo,0.217,   1 PAM10_20230425_082000.wav
51,54,Acadian Flycatcher,0.1194,   1 PAM10_20230425_082000.wav
51,54,Red-eyed Vireo,0.2835,   1 PAM10_20230425_082000.wav
54,57,Red-eyed Vireo,0.5234,   1 PAM10_20230425_082000.wav
57,60,Red-eyed Vireo,0.2439,   1 PAM10_20230425_082000.wav
6,9,Acadian Flycatcher,0.2464,   1 PAM10_20230425_082000.wav
6,9,Hooded Warbler,0.1746,   1 PAM10_20230425_082000.wav
6,9,Red-eyed Vireo,0.1963,   1 PAM10_20230425_082000.wav
9,12,Red-eyed Vireo,0.1272,   1 PAM10_20230425_082000.wav
0,3,Acadian Flycatcher,0.1789,   1 PAM10_20230425_083000.wav
0,3,Hooded Warbler,0.1326,   1 PAM10_20230425_083000.wav
0,3,Red-eyed Vireo,0.6368,   1 PAM10_20230425_083000.wav
12,15,Red-eyed Vireo,0.1735,   1 PAM10_20230425_083000.wav
15,18,Red-eyed Vireo,0.2996,   1 PAM10_20230425_083000.wav
18,21,Red-eyed Vireo,0.1578,   1 PAM10_20230425_083000.wav
18,21,Yellow-throated Vireo,0.1875,   1 PAM10_20230425_083000.wav
21,24,Kentucky Warbler,0.1008,   1 PAM10_20230425_083000.wav
21,24,Red-eyed Vireo,0.3905,   1 PAM10_20230425_083000.wav
24,27,Kentucky Warbler,0.125,   1 PAM10_20230425_083000.wav
24,27,Red-eyed Vireo,0.4024,   1 PAM10_20230425_083000.wav
27,30,Red-eyed Vireo,0.4588,   1 PAM10_20230425_083000.wav
3,6,Red-eyed Vireo,0.3374,   1 PAM10_20230425_083000.wav
30,33,Red-eyed Vireo,0.3246,   1 PAM10_20230425_083000.wav
33,36,Northern Cardinal,0.1636,   1 PAM10_20230425_083000.wav
33,36,Red-eyed Vireo,0.1681,   1 PAM10_20230425_083000.wav
36,39,Red-eyed Vireo,0.3016,   1 PAM10_20230425_083000.wav
39,42,Red-eyed Vireo,0.1327,   1 PAM10_20230425_083000.wav
42,45,Red-eyed Vireo,0.4553,   1 PAM10_20230425_083000.wav
48,51,Red-eyed Vireo,0.1912,   1 PAM10_20230425_083000.wav
51,54,Red-eyed Vireo,0.3211,   1 PAM10_20230425_083000.wav
54,57,Red-eyed Vireo,0.202,   1 PAM10_20230425_083000.wav
6,9,Acadian Flycatcher,0.1598,   1 PAM10_20230425_083000.wav
6,9,Red-eyed Vireo,0.3463,   1 PAM10_20230425_083000.wav
9,12,Red-eyed Vireo,0.1095,   1 PAM10_20230425_083000.wav
12,15,Red-eyed Vireo,0.1434,   1 PAM10_20230425_084000.wav
15,18,Red-eyed Vireo,0.2258,   1 PAM10_20230425_084000.wav
18,21,Hooded Warbler,0.1044,   1 PAM10_20230425_084000.wav
18,21,Red-eyed Vireo,0.2499,   1 PAM10_20230425_084000.wav
24,27,Red-eyed Vireo,0.1967,   1 PAM10_20230425_084000.wav
27,30,Red-eyed Vireo,0.4253,   1 PAM10_20230425_084000.wav
3,6,Red-eyed Vireo,0.4175,   1 PAM10_20230425_084000.wav
30,33,Red-eyed Vireo,0.3448,   1 PAM10_20230425_084000.wav
33,36,Red-eyed Vireo,0.4167,   1 PAM10_20230425_084000.wav
36,39,Acadian Flycatcher,0.1008,   1 PAM10_20230425_084000.wav
36,39,Red-eyed Vireo,0.2275,   1 PAM10_20230425_084000.wav
39,42,Red-eyed Vireo,0.1528,   1 PAM10_20230425_084000.wav
45,48,Red-eyed Vireo,0.2138,   1 PAM10_20230425_084000.wav
48,51,Red-eyed Vireo,0.1127,   1 PAM10_20230425_084000.wav
51,54,Red-eyed Vireo,0.3166,   1 PAM10_20230425_084000.wav
54,57,Red-eyed Vireo,0.1808,   1 PAM10_20230425_084000.wav
57,60,Red-eyed Vireo,0.3767,   1 PAM10_20230425_084000.wav
9,12,Red-eyed Vireo,0.2149,   1 PAM10_20230425_084000.wav
0,3,Hooded Warbler,0.5417,   1 PAM10_20230425_085000.wav
27,30,Hooded Warbler,0.299,   1 PAM10_20230425_085000.wav
3,6,Hermit Thrush,0.184,   1 PAM10_20230425_085000.wav
36,39,Hooded Warbler,0.1087,   1 PAM10_20230425_085000.wav
51,54,Hooded Warbler,0.5467,   1 PAM10_20230425_085000.wav
33,36,American Robin,0.1033,   1 PAM10_20230425_090000.wav
33,36,Hermit Thrush,0.3235,   1 PAM10_20230425_090000.wav
39,42,American Robin,0.1328,   1 PAM10_20230425_090000.wav
39,42,White-crowned Sparrow,0.1007,   1 PAM10_20230425_090000.wav
42,45,American Robin,0.1029,   1 PAM10_20230425_090000.wav
48,51,Hermit Thrush,0.1424,   1 PAM10_20230425_090000.wav
54,57,American Robin,0.1632,   1 PAM10_20230425_090000.wav
57,60,Hooded Warbler,0.1895,   1 PAM10_20230425_090000.wav
0,3,Acadian Flycatcher,0.2542,   1 PAM10_20230425_091000.wav
0,3,Red-eyed Vireo,0.3923,   1 PAM10_20230425_091000.wav
21,24,Red-eyed Vireo,0.286,   1 PAM10_20230425_091000.wav
24,27,Red-eyed Vireo,0.1566,   1 PAM10_20230425_091000.wav
3,6,American Crow,0.1174,   1 PAM10_20230425_091000.wav
3,6,Northern Cardinal,0.2287,   1 PAM10_20230425_091000.wav
30,33,Red-eyed Vireo,0.2203,   1 PAM10_20230425_091000.wav
39,42,Red-eyed Vireo,0.1872,   1 PAM10_20230425_091000.wav
