,,,,  11 
Begin Time (s),End Time (s),Common Name,Confidence,1561 Begin File
36.0,39.0,White-crowned Sparrow,0.1104,   1 PAM2_20230311_175000.wav
45.0,48.0,White-crowned Sparrow,0.1988,   1 PAM2_20230311_175000.wav
48.0,51.0,White-crowned Sparrow,0.3931,   1 PAM2_20230311_175000.wav
51.0,54.0,White-crowned Sparrow,0.1946,   1 PAM2_20230311_175000.wav
45.0,48.0,White-crowned Sparrow,0.1157,   1 PAM2_20230311_180000.wav
48.0,51.0,White-crowned Sparrow,0.1208,   1 PAM2_20230311_180000.wav
6.0,9.0,White-crowned Sparrow,0.2905,   1 PAM2_20230311_180000.wav
9.0,12.0,White-crowned Sparrow,0.3171,   1 PAM2_20230311_180000.wav
15.0,18.0,Red-faced Spinetail,0.1006,   1 PAM2_20230311_181000.wav
21.0,24.0,White-crowned Sparrow,0.2778,   1 PAM2_20230311_181000.wav
24.0,27.0,Hermit Thrush,0.1554,   1 PAM2_20230311_181000.wav
24.0,27.0,White-crowned Sparrow,0.1163,   1 PAM2_20230311_181000.wav
27.0,30.0,Great Kiskadee,0.4112,   1 PAM2_20230311_181000.wav
27.0,30.0,Hermit Thrush,0.3638,   1 PAM2_20230311_181000.wav
27.0,30.0,White-crowned Sparrow,0.1490,   1 PAM2_20230311_181000.wav
3.0,6.0,White-crowned Sparrow,0.1007,   1 PAM2_20230311_181000.wav
39.0,42.0,White-crowned Sparrow,0.1071,   1 PAM2_20230311_181000.wav
45.0,48.0,Brush Cuckoo,0.1162,   1 PAM2_20230311_181000.wav
45.0,48.0,Spring Peeper,0.5088,   1 PAM2_20230311_181000.wav
48.0,51.0,Common Green-Magpie,0.1002,   1 PAM2_20230311_181000.wav
51.0,54.0,Spring Peeper,0.9010,   1 PAM2_20230311_181000.wav
54.0,57.0,Spring Peeper,0.7674,   1 PAM2_20230311_181000.wav
57.0,60.0,Spring Peeper,0.5847,   1 PAM2_20230311_181000.wav
9.0,12.0,Wood Duck,0.1818,   1 PAM2_20230311_181000.wav
21.0,24.0,Engine,0.1491,   1 PAM2_20230311_182000.wav
24.0,27.0,Engine,0.4914,   1 PAM2_20230311_182000.wav
27.0,30.0,Engine,0.2260,   1 PAM2_20230311_182000.wav
33.0,36.0,Engine,0.1590,   1 PAM2_20230311_182000.wav
39.0,42.0,Engine,0.7784,   1 PAM2_20230311_182000.wav
42.0,45.0,Engine,0.8782,   1 PAM2_20230311_182000.wav
45.0,48.0,Engine,0.2617,   1 PAM2_20230311_182000.wav
48.0,51.0,Engine,0.2645,   1 PAM2_20230311_182000.wav
51.0,54.0,Engine,0.4762,   1 PAM2_20230311_182000.wav
54.0,57.0,Engine,0.9298,   1 PAM2_20230311_182000.wav
57.0,60.0,Engine,0.8281,   1 PAM2_20230311_182000.wav
6.0,9.0,White-crowned Sparrow,0.1127,   1 PAM2_20230311_182000.wav
9.0,12.0,Little Bunting,0.1272,   1 PAM2_20230311_182000.wav
0,3.0,Spring Peeper,0.1002,   1 PAM2_20230311_183000.wav
15.0,18.0,Spring Peeper,0.2799,   1 PAM2_20230311_183000.wav
18.0,21.0,Spring Peeper,0.1120,   1 PAM2_20230311_183000.wav
21.0,24.0,Spring Peeper,0.1685,   1 PAM2_20230311_183000.wav
24.0,27.0,Spring Peeper,0.4044,   1 PAM2_20230311_183000.wav
3.0,6.0,Couch's Kingbird,0.1591,   1 PAM2_20230311_183000.wav
3.0,6.0,White-crowned Sparrow,0.1569,   1 PAM2_20230311_183000.wav
30.0,33.0,Spring Peeper,0.1830,   1 PAM2_20230311_183000.wav
33.0,36.0,Spring Peeper,0.1443,   1 PAM2_20230311_183000.wav
36.0,39.0,Spring Peeper,0.1133,   1 PAM2_20230311_183000.wav
39.0,42.0,Brush Cuckoo,0.1260,   1 PAM2_20230311_183000.wav
42.0,45.0,Palm Warbler,0.1266,   1 PAM2_20230311_183000.wav
42.0,45.0,Yellow-rumped Warbler,0.6148,   1 PAM2_20230311_183000.wav
45.0,48.0,Swamp Sparrow,0.5414,   1 PAM2_20230311_183000.wav
48.0,51.0,Pickerel Frog,0.1051,   1 PAM2_20230311_183000.wav
48.0,51.0,Swamp Sparrow,0.9230,   1 PAM2_20230311_183000.wav
51.0,54.0,Swamp Sparrow,0.9022,   1 PAM2_20230311_183000.wav
54.0,57.0,Spring Peeper,0.1213,   1 PAM2_20230311_183000.wav
6.0,9.0,Spring Peeper,0.2680,   1 PAM2_20230311_183000.wav
9.0,12.0,Pickerel Frog,0.1156,   1 PAM2_20230311_183000.wav
9.0,12.0,Spring Peeper,0.2501,   1 PAM2_20230311_183000.wav
0,3.0,Brush Cuckoo,0.2735,   1 PAM2_20230311_184000.wav
0,3.0,Pickerel Frog,0.4636,   1 PAM2_20230311_184000.wav
0,3.0,Spring Peeper,0.1971,   1 PAM2_20230311_184000.wav
12.0,15.0,Pickerel Frog,0.1458,   1 PAM2_20230311_184000.wav
12.0,15.0,Spring Peeper,0.3854,   1 PAM2_20230311_184000.wav
15.0,18.0,Spring Peeper,0.8490,   1 PAM2_20230311_184000.wav
18.0,21.0,Pickerel Frog,0.3873,   1 PAM2_20230311_184000.wav
18.0,21.0,Spring Peeper,0.8241,   1 PAM2_20230311_184000.wav
21.0,24.0,Spring Peeper,0.9203,   1 PAM2_20230311_184000.wav
24.0,27.0,Spring Peeper,0.9772,   1 PAM2_20230311_184000.wav
27.0,30.0,Spring Peeper,0.9579,   1 PAM2_20230311_184000.wav
3.0,6.0,Spring Peeper,0.3402,   1 PAM2_20230311_184000.wav
30.0,33.0,Spring Peeper,0.9725,   1 PAM2_20230311_184000.wav
33.0,36.0,Pickerel Frog,0.1293,   1 PAM2_20230311_184000.wav
33.0,36.0,Spring Peeper,0.9720,   1 PAM2_20230311_184000.wav
36.0,39.0,Pickerel Frog,0.1166,   1 PAM2_20230311_184000.wav
36.0,39.0,Spring Peeper,0.9302,   1 PAM2_20230311_184000.wav
39.0,42.0,Pickerel Frog,0.1195,   1 PAM2_20230311_184000.wav
39.0,42.0,Spring Peeper,0.9222,   1 PAM2_20230311_184000.wav
42.0,45.0,Spring Peeper,0.9777,   1 PAM2_20230311_184000.wav
45.0,48.0,Spring Peeper,0.9909,   1 PAM2_20230311_184000.wav
48.0,51.0,Pickerel Frog,0.1824,   1 PAM2_20230311_184000.wav
48.0,51.0,Spring Peeper,0.3845,   1 PAM2_20230311_184000.wav
51.0,54.0,Spring Peeper,0.9412,   1 PAM2_20230311_184000.wav
54.0,57.0,Spring Peeper,0.7174,   1 PAM2_20230311_184000.wav
57.0,60.0,Spring Peeper,0.9558,   1 PAM2_20230311_184000.wav
6.0,9.0,Pickerel Frog,0.1656,   1 PAM2_20230311_184000.wav
6.0,9.0,Spring Peeper,0.3590,   1 PAM2_20230311_184000.wav
9.0,12.0,Spring Peeper,0.2095,   1 PAM2_20230311_184000.wav
0,3.0,Pickerel Frog,0.1423,   1 PAM2_20230311_185000.wav
0,3.0,Spring Peeper,0.1252,   1 PAM2_20230311_185000.wav
12.0,15.0,White-crowned Sparrow,0.1128,   1 PAM2_20230311_185000.wav
18.0,21.0,Spring Peeper,0.1348,   1 PAM2_20230311_185000.wav
21.0,24.0,Spring Peeper,0.4629,   1 PAM2_20230311_185000.wav
24.0,27.0,Spring Peeper,0.4689,   1 PAM2_20230311_185000.wav
27.0,30.0,Spring Peeper,0.5656,   1 PAM2_20230311_185000.wav
3.0,6.0,Brush Cuckoo,0.2480,   1 PAM2_20230311_185000.wav
3.0,6.0,Spring Peeper,0.5725,   1 PAM2_20230311_185000.wav
30.0,33.0,Spring Peeper,0.4562,   1 PAM2_20230311_185000.wav
33.0,36.0,Spring Peeper,0.6689,   1 PAM2_20230311_185000.wav
36.0,39.0,Spring Peeper,0.6034,   1 PAM2_20230311_185000.wav
39.0,42.0,Spring Peeper,0.6368,   1 PAM2_20230311_185000.wav
42.0,45.0,Spring Peeper,0.7096,   1 PAM2_20230311_185000.wav
45.0,48.0,Spring Peeper,0.4712,   1 PAM2_20230311_185000.wav
48.0,51.0,Pickerel Frog,0.1392,   1 PAM2_20230311_185000.wav
48.0,51.0,Spring Peeper,0.4740,   1 PAM2_20230311_185000.wav
51.0,54.0,Spring Peeper,0.1552,   1 PAM2_20230311_185000.wav
54.0,57.0,Spring Peeper,0.2882,   1 PAM2_20230311_185000.wav
57.0,60.0,Mourning Dove,0.1180,   1 PAM2_20230311_185000.wav
57.0,60.0,Spring Peeper,0.7114,   1 PAM2_20230311_185000.wav
6.0,9.0,Brush Cuckoo,0.1906,   1 PAM2_20230311_185000.wav
6.0,9.0,Spring Peeper,0.1392,   1 PAM2_20230311_185000.wav
0,3.0,Spring Peeper,0.3867,   1 PAM2_20230311_190000.wav
12.0,15.0,Square-tailed Drongo-Cuckoo,0.1107,   1 PAM2_20230311_190000.wav
15.0,18.0,Spring Peeper,0.4977,   1 PAM2_20230311_190000.wav
18.0,21.0,Brush Cuckoo,0.4799,   1 PAM2_20230311_190000.wav
18.0,21.0,Spring Peeper,0.1141,   1 PAM2_20230311_190000.wav
21.0,24.0,Pickerel Frog,0.1509,   1 PAM2_20230311_190000.wav
21.0,24.0,Spring Peeper,0.4770,   1 PAM2_20230311_190000.wav
24.0,27.0,Brush Cuckoo,0.1943,   1 PAM2_20230311_190000.wav
24.0,27.0,Pickerel Frog,0.2003,   1 PAM2_20230311_190000.wav
24.0,27.0,Spring Peeper,0.4776,   1 PAM2_20230311_190000.wav
27.0,30.0,Pickerel Frog,0.1952,   1 PAM2_20230311_190000.wav
27.0,30.0,Spring Peeper,0.3593,   1 PAM2_20230311_190000.wav
3.0,6.0,Pickerel Frog,0.1020,   1 PAM2_20230311_190000.wav
3.0,6.0,Spring Peeper,0.3040,   1 PAM2_20230311_190000.wav
30.0,33.0,Spring Peeper,0.2787,   1 PAM2_20230311_190000.wav
33.0,36.0,Spring Peeper,0.6378,   1 PAM2_20230311_190000.wav
36.0,39.0,Spring Peeper,0.7167,   1 PAM2_20230311_190000.wav
39.0,42.0,Spring Peeper,0.7703,   1 PAM2_20230311_190000.wav
42.0,45.0,Spring Peeper,0.6709,   1 PAM2_20230311_190000.wav
45.0,48.0,Spring Peeper,0.2069,   1 PAM2_20230311_190000.wav
48.0,51.0,Pickerel Frog,0.2496,   1 PAM2_20230311_190000.wav
48.0,51.0,Spring Peeper,0.3003,   1 PAM2_20230311_190000.wav
51.0,54.0,Spring Peeper,0.4718,   1 PAM2_20230311_190000.wav
54.0,57.0,Pickerel Frog,0.1175,   1 PAM2_20230311_190000.wav
54.0,57.0,Spring Peeper,0.5304,   1 PAM2_20230311_190000.wav
57.0,60.0,Pickerel Frog,0.1291,   1 PAM2_20230311_190000.wav
57.0,60.0,Spring Peeper,0.7107,   1 PAM2_20230311_190000.wav
6.0,9.0,Spring Peeper,0.3689,   1 PAM2_20230311_190000.wav
9.0,12.0,Spring Peeper,0.5025,   1 PAM2_20230311_190000.wav
0,3.0,Pickerel Frog,0.1898,   1 PAM2_20230311_191000.wav
0,3.0,Spring Peeper,0.2931,   1 PAM2_20230311_191000.wav
12.0,15.0,Spring Peeper,0.8562,   1 PAM2_20230311_191000.wav
15.0,18.0,Pickerel Frog,0.2105,   1 PAM2_20230311_191000.wav
15.0,18.0,Spring Peeper,0.4362,   1 PAM2_20230311_191000.wav
18.0,21.0,Eurasian Marsh-Harrier,0.1307,   1 PAM2_20230311_191000.wav
18.0,21.0,Spring Peeper,0.9658,   1 PAM2_20230311_191000.wav
21.0,24.0,Pickerel Frog,0.2069,   1 PAM2_20230311_191000.wav
21.0,24.0,Spring Peeper,0.9520,   1 PAM2_20230311_191000.wav
24.0,27.0,Pickerel Frog,0.1574,   1 PAM2_20230311_191000.wav
24.0,27.0,Spring Peeper,0.9027,   1 PAM2_20230311_191000.wav
27.0,30.0,Pickerel Frog,0.2143,   1 PAM2_20230311_191000.wav
27.0,30.0,Spring Peeper,0.9623,   1 PAM2_20230311_191000.wav
3.0,6.0,Pickerel Frog,0.1368,   1 PAM2_20230311_191000.wav
3.0,6.0,Spring Peeper,0.9155,   1 PAM2_20230311_191000.wav
30.0,33.0,Pickerel Frog,0.3565,   1 PAM2_20230311_191000.wav
30.0,33.0,Spring Peeper,0.3113,   1 PAM2_20230311_191000.wav
33.0,36.0,Brush Cuckoo,0.2992,   1 PAM2_20230311_191000.wav
36.0,39.0,Pickerel Frog,0.1460,   1 PAM2_20230311_191000.wav
39.0,42.0,Pickerel Frog,0.1397,   1 PAM2_20230311_191000.wav
39.0,42.0,Spring Peeper,0.1423,   1 PAM2_20230311_191000.wav
42.0,45.0,Spring Peeper,0.1368,   1 PAM2_20230311_191000.wav
45.0,48.0,Spring Peeper,0.4611,   1 PAM2_20230311_191000.wav
48.0,51.0,Pickerel Frog,0.1207,   1 PAM2_20230311_191000.wav
48.0,51.0,Spring Peeper,0.5035,   1 PAM2_20230311_191000.wav
51.0,54.0,Pickerel Frog,0.1513,   1 PAM2_20230311_191000.wav
51.0,54.0,Spring Peeper,0.3211,   1 PAM2_20230311_191000.wav
54.0,57.0,LeConte's Sparrow,0.1327,   1 PAM2_20230311_191000.wav
54.0,57.0,Spring Peeper,0.1524,   1 PAM2_20230311_191000.wav
57.0,60.0,Pickerel Frog,0.1270,   1 PAM2_20230311_191000.wav
57.0,60.0,Spring Peeper,0.1817,   1 PAM2_20230311_191000.wav
6.0,9.0,Spring Peeper,0.6421,   1 PAM2_20230311_191000.wav
9.0,12.0,Pickerel Frog,0.3154,   1 PAM2_20230311_191000.wav
9.0,12.0,Spring Peeper,0.8946,   1 PAM2_20230311_191000.wav
0,3.0,Spring Peeper,0.4675,   1 PAM2_20230311_192000.wav
12.0,15.0,Pickerel Frog,0.1035,   1 PAM2_20230311_192000.wav
12.0,15.0,Spring Peeper,0.6051,   1 PAM2_20230311_192000.wav
15.0,18.0,Pickerel Frog,0.1394,   1 PAM2_20230311_192000.wav
15.0,18.0,Spring Peeper,0.4327,   1 PAM2_20230311_192000.wav
18.0,21.0,Spring Peeper,0.4513,   1 PAM2_20230311_192000.wav
21.0,24.0,Spring Peeper,0.2333,   1 PAM2_20230311_192000.wav
24.0,27.0,Spring Peeper,0.5689,   1 PAM2_20230311_192000.wav
27.0,30.0,Spring Peeper,0.7670,   1 PAM2_20230311_192000.wav
3.0,6.0,Pickerel Frog,0.1032,   1 PAM2_20230311_192000.wav
3.0,6.0,Spring Peeper,0.3317,   1 PAM2_20230311_192000.wav
30.0,33.0,Spring Peeper,0.7447,   1 PAM2_20230311_192000.wav
33.0,36.0,Spring Peeper,0.8227,   1 PAM2_20230311_192000.wav
36.0,39.0,Spring Peeper,0.3274,   1 PAM2_20230311_192000.wav
39.0,42.0,Spring Peeper,0.4906,   1 PAM2_20230311_192000.wav
42.0,45.0,Spring Peeper,0.3519,   1 PAM2_20230311_192000.wav
45.0,48.0,Spring Peeper,0.2459,   1 PAM2_20230311_192000.wav
48.0,51.0,Pickerel Frog,0.1065,   1 PAM2_20230311_192000.wav
48.0,51.0,Spring Peeper,0.3258,   1 PAM2_20230311_192000.wav
51.0,54.0,Brush Cuckoo,0.3850,   1 PAM2_20230311_192000.wav
54.0,57.0,Pickerel Frog,0.2192,   1 PAM2_20230311_192000.wav
54.0,57.0,Spring Peeper,0.3738,   1 PAM2_20230311_192000.wav
57.0,60.0,Pickerel Frog,0.2455,   1 PAM2_20230311_192000.wav
57.0,60.0,Spring Peeper,0.2207,   1 PAM2_20230311_192000.wav
6.0,9.0,Spring Peeper,0.6188,   1 PAM2_20230311_192000.wav
9.0,12.0,Pickerel Frog,0.2795,   1 PAM2_20230311_192000.wav
9.0,12.0,Spring Peeper,0.3430,   1 PAM2_20230311_192000.wav
0,3.0,Spring Peeper,0.5967,   1 PAM2_20230311_193000.wav
12.0,15.0,Spring Peeper,0.6907,   1 PAM2_20230311_193000.wav
15.0,18.0,Spring Peeper,0.7699,   1 PAM2_20230311_193000.wav
18.0,21.0,Spring Peeper,0.6209,   1 PAM2_20230311_193000.wav
21.0,24.0,Spring Peeper,0.7961,   1 PAM2_20230311_193000.wav
24.0,27.0,Spring Peeper,0.7914,   1 PAM2_20230311_193000.wav
27.0,30.0,Spring Peeper,0.8344,   1 PAM2_20230311_193000.wav
3.0,6.0,Pickerel Frog,0.2283,   1 PAM2_20230311_193000.wav
3.0,6.0,Spring Peeper,0.6253,   1 PAM2_20230311_193000.wav
30.0,33.0,Spring Peeper,0.7342,   1 PAM2_20230311_193000.wav
33.0,36.0,Spring Peeper,0.6435,   1 PAM2_20230311_193000.wav
36.0,39.0,Pickerel Frog,0.3323,   1 PAM2_20230311_193000.wav
36.0,39.0,Spring Peeper,0.5843,   1 PAM2_20230311_193000.wav
39.0,42.0,Spring Peeper,0.4743,   1 PAM2_20230311_193000.wav
42.0,45.0,Pickerel Frog,0.3076,   1 PAM2_20230311_193000.wav
42.0,45.0,Spring Peeper,0.8702,   1 PAM2_20230311_193000.wav
45.0,48.0,Pickerel Frog,0.2772,   1 PAM2_20230311_193000.wav
45.0,48.0,Spring Peeper,0.8461,   1 PAM2_20230311_193000.wav
48.0,51.0,Spring Peeper,0.9069,   1 PAM2_20230311_193000.wav
51.0,54.0,Spring Peeper,0.6361,   1 PAM2_20230311_193000.wav
54.0,57.0,Spring Peeper,0.8072,   1 PAM2_20230311_193000.wav
57.0,60.0,Spring Peeper,0.7433,   1 PAM2_20230311_193000.wav
6.0,9.0,Spring Peeper,0.7284,   1 PAM2_20230311_193000.wav
9.0,12.0,Pickerel Frog,0.1303,   1 PAM2_20230311_193000.wav
9.0,12.0,Spring Peeper,0.6502,   1 PAM2_20230311_193000.wav
0,3.0,Spring Peeper,0.3222,   1 PAM2_20230311_194000.wav
15.0,18.0,Spring Peeper,0.3932,   1 PAM2_20230311_194000.wav
18.0,21.0,Spring Peeper,0.2797,   1 PAM2_20230311_194000.wav
24.0,27.0,Spring Peeper,0.1661,   1 PAM2_20230311_194000.wav
30.0,33.0,Marbled Murrelet,0.2894,   1 PAM2_20230311_194000.wav
33.0,36.0,Spring Peeper,0.1350,   1 PAM2_20230311_194000.wav
36.0,39.0,Brush Cuckoo,0.1359,   1 PAM2_20230311_194000.wav
39.0,42.0,Engine,0.3670,   1 PAM2_20230311_194000.wav
51.0,54.0,Australian King-Parrot,0.1170,   1 PAM2_20230311_194000.wav
51.0,54.0,Brush Cuckoo,0.1810,   1 PAM2_20230311_194000.wav
54.0,57.0,Brush Cuckoo,0.2935,   1 PAM2_20230311_194000.wav
54.0,57.0,Spring Peeper,0.1247,   1 PAM2_20230311_194000.wav
57.0,60.0,Brush Cuckoo,0.3692,   1 PAM2_20230311_194000.wav
9.0,12.0,Marbled Murrelet,0.1748,   1 PAM2_20230311_194000.wav
0,3.0,Spring Peeper,0.6800,   1 PAM2_20230311_195000.wav
15.0,18.0,Brush Cuckoo,0.1833,   1 PAM2_20230311_195000.wav
18.0,21.0,Hermit Thrush,0.1734,   1 PAM2_20230311_195000.wav
3.0,6.0,Spring Peeper,0.3855,   1 PAM2_20230311_195000.wav
33.0,36.0,Spring Peeper,0.4543,   1 PAM2_20230311_195000.wav
36.0,39.0,Spring Peeper,0.7298,   1 PAM2_20230311_195000.wav
39.0,42.0,Spring Peeper,0.3049,   1 PAM2_20230311_195000.wav
42.0,45.0,Brush Cuckoo,0.1632,   1 PAM2_20230311_195000.wav
42.0,45.0,Spring Peeper,0.1392,   1 PAM2_20230311_195000.wav
45.0,48.0,Spring Peeper,0.2059,   1 PAM2_20230311_195000.wav
51.0,54.0,Engine,0.1134,   1 PAM2_20230311_195000.wav
6.0,9.0,Spring Peeper,0.3133,   1 PAM2_20230311_195000.wav
9.0,12.0,Square-tailed Drongo-Cuckoo,0.1051,   1 PAM2_20230311_195000.wav
0,3.0,Brush Cuckoo,0.4494,   1 PAM2_20230311_200000.wav
0,3.0,Spring Peeper,0.1134,   1 PAM2_20230311_200000.wav
18.0,21.0,Spring Peeper,0.3040,   1 PAM2_20230311_200000.wav
21.0,24.0,Spring Peeper,0.1067,   1 PAM2_20230311_200000.wav
3.0,6.0,Brush Cuckoo,0.1219,   1 PAM2_20230311_200000.wav
3.0,6.0,Spring Peeper,0.1072,   1 PAM2_20230311_200000.wav
36.0,39.0,Brush Cuckoo,0.6447,   1 PAM2_20230311_200000.wav
36.0,39.0,Square-tailed Drongo-Cuckoo,0.1309,   1 PAM2_20230311_200000.wav
39.0,42.0,Brush Cuckoo,0.3544,   1 PAM2_20230311_200000.wav
39.0,42.0,Spring Peeper,0.1195,   1 PAM2_20230311_200000.wav
42.0,45.0,Brush Cuckoo,0.7035,   1 PAM2_20230311_200000.wav
45.0,48.0,Brush Cuckoo,0.8555,   1 PAM2_20230311_200000.wav
48.0,51.0,Brush Cuckoo,0.1623,   1 PAM2_20230311_200000.wav
48.0,51.0,Square-tailed Drongo-Cuckoo,0.1052,   1 PAM2_20230311_200000.wav
57.0,60.0,Golden-cheeked Warbler,0.5263,   1 PAM2_20230311_200000.wav
6.0,9.0,Brush Cuckoo,0.1492,   1 PAM2_20230311_200000.wav
9.0,12.0,White-crowned Sparrow,0.1176,   1 PAM2_20230311_200000.wav
0,3.0,Great Crested Flycatcher,0.1574,   1 PAM2_20230311_201000.wav
12.0,15.0,Brush Cuckoo,0.6606,   1 PAM2_20230311_201000.wav
12.0,15.0,Spring Peeper,0.1088,   1 PAM2_20230311_201000.wav
15.0,18.0,Brush Cuckoo,0.4530,   1 PAM2_20230311_201000.wav
18.0,21.0,Brush Cuckoo,0.3641,   1 PAM2_20230311_201000.wav
18.0,21.0,Marbled Murrelet,0.1506,   1 PAM2_20230311_201000.wav
18.0,21.0,Spring Peeper,0.1487,   1 PAM2_20230311_201000.wav
21.0,24.0,Brush Cuckoo,0.1164,   1 PAM2_20230311_201000.wav
21.0,24.0,Marbled Murrelet,0.1468,   1 PAM2_20230311_201000.wav
21.0,24.0,Spring Peeper,0.1408,   1 PAM2_20230311_201000.wav
3.0,6.0,Hermit Thrush,0.1902,   1 PAM2_20230311_201000.wav
3.0,6.0,Marbled Murrelet,0.5426,   1 PAM2_20230311_201000.wav
30.0,33.0,Spring Peeper,0.3304,   1 PAM2_20230311_201000.wav
33.0,36.0,Marbled Murrelet,0.5719,   1 PAM2_20230311_201000.wav
36.0,39.0,Spring Peeper,0.3782,   1 PAM2_20230311_201000.wav
42.0,45.0,Marbled Murrelet,0.1750,   1 PAM2_20230311_201000.wav
42.0,45.0,Spring Peeper,0.3243,   1 PAM2_20230311_201000.wav
51.0,54.0,Spring Peeper,0.1330,   1 PAM2_20230311_201000.wav
54.0,57.0,Spring Peeper,0.2515,   1 PAM2_20230311_201000.wav
6.0,9.0,Marbled Murrelet,0.3019,   1 PAM2_20230311_201000.wav
9.0,12.0,Spring Peeper,0.1857,   1 PAM2_20230311_201000.wav
15.0,18.0,Spring Peeper,0.1338,   1 PAM2_20230311_202000.wav
24.0,27.0,Spring Peeper,0.2258,   1 PAM2_20230311_202000.wav
27.0,30.0,Spring Peeper,0.1073,   1 PAM2_20230311_202000.wav
30.0,33.0,Spring Peeper,0.5266,   1 PAM2_20230311_202000.wav
33.0,36.0,Spring Peeper,0.4019,   1 PAM2_20230311_202000.wav
36.0,39.0,Spring Peeper,0.3425,   1 PAM2_20230311_202000.wav
39.0,42.0,Spring Peeper,0.3507,   1 PAM2_20230311_202000.wav
42.0,45.0,Spring Peeper,0.7087,   1 PAM2_20230311_202000.wav
45.0,48.0,Spring Peeper,0.4443,   1 PAM2_20230311_202000.wav
48.0,51.0,Brush Cuckoo,0.1330,   1 PAM2_20230311_202000.wav
48.0,51.0,Pickerel Frog,0.4369,   1 PAM2_20230311_202000.wav
51.0,54.0,Brush Cuckoo,0.5579,   1 PAM2_20230311_202000.wav
51.0,54.0,Plaintive Cuckoo,0.3356,   1 PAM2_20230311_202000.wav
51.0,54.0,Spring Peeper,0.1017,   1 PAM2_20230311_202000.wav
54.0,57.0,Spring Peeper,0.2127,   1 PAM2_20230311_202000.wav
57.0,60.0,Brush Cuckoo,0.1575,   1 PAM2_20230311_202000.wav
57.0,60.0,Spring Peeper,0.2333,   1 PAM2_20230311_202000.wav
6.0,9.0,American Pipit,0.2736,   1 PAM2_20230311_202000.wav
0,3.0,Spring Peeper,0.3068,   1 PAM2_20230311_203000.wav
12.0,15.0,Brush Cuckoo,0.3508,   1 PAM2_20230311_203000.wav
18.0,21.0,Brush Cuckoo,0.1439,   1 PAM2_20230311_203000.wav
21.0,24.0,Red-tailed Hawk,0.1256,   1 PAM2_20230311_203000.wav
27.0,30.0,Little Bunting,0.2079,   1 PAM2_20230311_203000.wav
27.0,30.0,Rustic Bunting,0.7831,   1 PAM2_20230311_203000.wav
3.0,6.0,Brush Cuckoo,0.1315,   1 PAM2_20230311_203000.wav
3.0,6.0,Spring Peeper,0.1442,   1 PAM2_20230311_203000.wav
33.0,36.0,Little Grass Frog,0.2105,   1 PAM2_20230311_203000.wav
42.0,45.0,White-crowned Sparrow,0.2386,   1 PAM2_20230311_203000.wav
45.0,48.0,Bell's Sparrow,0.1462,   1 PAM2_20230311_203000.wav
45.0,48.0,Rustic Bunting,0.6946,   1 PAM2_20230311_203000.wav
51.0,54.0,Rustic Bunting,0.2901,   1 PAM2_20230311_203000.wav
6.0,9.0,Brush Cuckoo,0.6963,   1 PAM2_20230311_203000.wav
6.0,9.0,Osprey,0.1031,   1 PAM2_20230311_203000.wav
6.0,9.0,Spring Peeper,0.1660,   1 PAM2_20230311_203000.wav
9.0,12.0,Tufted Titmouse,0.1797,   1 PAM2_20230311_203000.wav
15.0,18.0,White-crowned Sparrow,0.1141,   1 PAM2_20230311_204000.wav
21.0,24.0,White-crowned Sparrow,0.2296,   1 PAM2_20230311_204000.wav
27.0,30.0,Hermit Thrush,0.1469,   1 PAM2_20230311_204000.wav
27.0,30.0,Marbled Murrelet,0.1226,   1 PAM2_20230311_204000.wav
27.0,30.0,White-crowned Sparrow,0.1153,   1 PAM2_20230311_204000.wav
3.0,6.0,American Robin,0.1191,   1 PAM2_20230311_204000.wav
3.0,6.0,Townsend's Solitaire,0.1035,   1 PAM2_20230311_204000.wav
30.0,33.0,Marbled Murrelet,0.1423,   1 PAM2_20230311_204000.wav
33.0,36.0,Marbled Murrelet,0.2036,   1 PAM2_20230311_204000.wav
33.0,36.0,Spring Peeper,0.1862,   1 PAM2_20230311_204000.wav
36.0,39.0,Wren-like Rushbird,0.2157,   1 PAM2_20230311_204000.wav
42.0,45.0,Marbled Murrelet,0.1064,   1 PAM2_20230311_204000.wav
48.0,51.0,Great Crested Flycatcher,0.1241,   1 PAM2_20230311_204000.wav
54.0,57.0,Great Crested Flycatcher,0.1767,   1 PAM2_20230311_204000.wav
6.0,9.0,White-crowned Sparrow,0.1485,   1 PAM2_20230311_204000.wav
9.0,12.0,Spring Peeper,0.4591,   1 PAM2_20230311_204000.wav
0,3.0,Brush Cuckoo,0.4148,   1 PAM2_20230311_205000.wav
0,3.0,Spring Peeper,0.4434,   1 PAM2_20230311_205000.wav
12.0,15.0,White-crowned Sparrow,0.1222,   1 PAM2_20230311_205000.wav
15.0,18.0,White-crowned Sparrow,0.1818,   1 PAM2_20230311_205000.wav
18.0,21.0,Great Horned Owl,0.1070,   1 PAM2_20230311_205000.wav
18.0,21.0,White-crowned Sparrow,0.1109,   1 PAM2_20230311_205000.wav
24.0,27.0,Hermit Thrush,0.1659,   1 PAM2_20230311_205000.wav
24.0,27.0,White-crowned Sparrow,0.1580,   1 PAM2_20230311_205000.wav
27.0,30.0,Hermit Thrush,0.1067,   1 PAM2_20230311_205000.wav
27.0,30.0,White-crowned Sparrow,0.2658,   1 PAM2_20230311_205000.wav
